danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
0.44499395537971204,0.9699518628843408,0.09090909090909091,0.8443868933678639,0.0,0.09856308935788055,5.763166411156843e-05,0.0,0.08720626631853784,0.4381905357515114,0.45130924460709765,0.2834591856172142
0.8406418287723926,0.5683084301050282,0.9090909090909092,0.6746987951807228,0.0,0.05601706331387517,0.08684075585779712,1.0450819672131146e-06,0.3107049608355091,0.48822180529497605,0.37413339862374684,0.24893741702546568
0.7834926915045609,0.8778042423963189,0.36363636363636365,0.8108321135007318,0.0,0.037045352492141886,0.1477720199869931,0.01526639344262295,0.34621409921671015,0.748801334167188,0.3932888327620423,0.18743338408139465
0.8439388943839982,0.6734769100098357,0.6363636363636364,0.6794655256540179,0.0,0.1243825774584643,0.05647633851766624,0.0,0.09556135770234986,0.6351886595789035,0.48347980722146344,0.3011599349145208
0.6845807231563907,0.5312490609957151,0.5454545454545454,0.6836692564651127,0.0,0.3096093399191738,0.4585012241009992,0.0,0.29399477806788504,0.6185115697310819,0.7661013891394551,0.02732397765922022
0.6626002857456863,0.9539261897559891,1.0,0.6739105956536425,0.0,0.03603502469690166,0.0021948817859589144,0.8186475409836065,0.08511749347258485,0.21513445903689804,0.5158501069560063,0.6314251189816653
0.7681063853170678,0.8207127818765663,0.9090909090909092,0.5723829899035393,0.0,0.05568028738212842,0.10424968846613884,0.9293032786885246,0.08929503916449086,0.028455284552845524,0.4192417721192754,0.6243451100825783
0.6076491922189251,0.9429085394802474,0.0,0.832601433772473,1.0,0.1850022451728783,0.0004884015314435586,0.3913934426229508,0.2261096605744125,0.14425682718365646,0.4838148501327285,0.3193041844612054
0.42411253983954283,0.958934212608599,0.5454545454545454,0.8397702961378223,0.0,0.1535698248765155,0.03441152858383779,0.0,0.21148825065274152,0.3266624973942047,0.5973428519883509,0.238860509719926
0.4570831959555995,0.9078523795119783,0.0,0.7716098037007844,1.0,0.22429277054333185,0.12246833887021735,1.8647540983606555e-06,0.2511749347258485,0.3735668125912029,0.7219917012448133,0.1871992741136902
0.4186174304868667,0.915865216076154,0.6363636363636364,0.7878241939721502,1.0,0.020655590480466997,2.9089111811845392e-05,0.0,0.4809399477806787,0.270377319157807,0.7031455374861472,0.24368666489266572
0.7142543136608418,0.5703116392460722,0.0,0.6583342716661036,0.0,0.16704086214638525,0.22469521058199135,2.3770491803278686e-06,0.33681462140992163,0.36522826766729205,0.2759722687559599,0.28563015569039907
0.8054731289152653,0.6574512368814842,1.0,0.6582592050444769,0.0,0.24898967220475976,0.029755651258351046,0.021004098360655737,0.1164490861618799,0.05096935584740464,0.48366665807582276,0.26727215356450607
0.8065721507858007,0.7335731842411544,0.7272727272727273,0.5205870209811208,0.0,0.02739110911540189,0.0018406302503240542,0.9231557377049179,0.09033942558746735,0.5007296226808422,0.4126311177546971,0.4749524146043906
0.7076601824376306,0.9459133531918132,0.5454545454545454,0.8229553728934429,0.0,0.30287382128423884,0.002468161542020092,0.10860655737704916,0.06694516971279371,0.3099854075463832,0.5479240225767377,0.2572854004080203
0.9274645565446753,0.5733164529576381,0.4545454545454546,0.6893367863979281,1.0,0.1771441400987876,0.03360181078810096,0.016700819672131145,0.664751958224543,0.38711694809255787,0.515527950310559,0.14309644603619837
0.8054731289152653,0.44611267250134723,0.7272727272727273,0.5303456817925909,1.0,0.35226762460709476,0.04969495197837033,0.0,0.16866840731070495,0.36627058578278104,0.8445916342362311,0.16329679182098294
0.5340147268930652,0.7255603476769785,0.09090909090909091,0.6606988702473444,0.0,0.18612483161203414,0.19635508773120253,0.0,0.07843342036553524,0.6998123827392121,0.8692044019484032,0.2546098579199693
0.8054731289152653,0.624398286054259,0.6363636363636364,0.6745861952482828,1.0,0.4128872923215087,0.4220639232928421,1.0348360655737705e-05,0.33368146214099215,0.34021263289555975,0.7287569907992061,0.34162315274875643
0.7823936696340258,0.7325715796706324,0.9090909090909092,0.7315617610629433,0.0,0.0569151324651998,0.039067405909324525,0.0,0.1342036553524804,0.08380237648530332,0.7416432566170975,0.1106554933685807
0.4329047148038246,0.9669470491727747,0.8181818181818182,0.8090680478925045,0.0,0.03715761113605748,0.001466135769795773,0.0019262295081967213,0.16657963446475194,0.29435063581405047,0.7027267338470659,0.28480277325795283
0.8164633476206176,0.8657849875500552,0.0,0.6436212138272717,1.0,0.03929052537045352,0.006172620457516062,0.908811475409836,0.010339425587467359,0.932249322493225,0.3937462951985774,0.3854671511725129
